landmark,latitude,longitude,wiki_title,image_url,wiki_content
Chaco Culture,39.94861111,-75.15,Chaco Culture National Historical Park,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Chaco_Canyon_Chetro_Ketl_great_kiva_plaza_NPS.jpg/500px-Chaco_Canyon_Chetro_Ketl_great_kiva_plaza_NPS.jpg,"Chaco Culture National Historical Park is a United States National Historical Park in the American Southwest hosting a concentration of pueblos. The park is located in northwestern New Mexico, between Albuquerque and Farmington, in a remote canyon cut by the Chaco Wash. Containing the most sweeping collection of ancient ruins north of Mexico, the park preserves one of the most important pre-Columbian cultural and historical areas in the United States.
Between AD 900 and 1150, Chaco Canyon was a major center of culture for the Ancestral Puebloans. Chacoans quarried sandstone blocks and hauled timber from great distances, assembling fifteen major complexes that remained the largest buildings ever built in North America until the 19th century. Evidence of archaeoastronomy at Chaco has been proposed, with the ""Sun Dagger"" petroglyph at Fajada Butte a popular example. Many Chacoan buildings may have been aligned to capture the solar and lunar cycles, requiring generations of astronomical observations and centuries of skillfully coordinated construction. Climate change is thought to have led to the emigration of Chacoans and the eventual abandonment of the canyon, beginning with a fifty-year drought commencing in 1130.
A UNESCO World Heritage Site located in the arid and sparsely populated Four Corners region, the Chacoan cultural sites are fragile—concerns of erosion caused by tourists have led to the closure of Fajada Butte to the public. The sites are considered sacred ancestral homelands by the Hopi and Pueblo people, who maintain oral accounts of their historical migration from Chaco and their spiritual relationship to the land. Although park preservation efforts can conflict with native religious beliefs, tribal representatives work closely with the National Park Service to share their knowledge and respect the heritage of the Chacoan culture.
The park is on the Trails of the Ancients Byway, one of the designated New Mexico Scenic Byways."
Hawaii Volcanoes National Park,41.37388889,-123.9980556,Hawaiʻi Volcanoes National Park,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/P%C4%81hoehoe_and_Aa_flows_at_Hawaii.jpg/500px-P%C4%81hoehoe_and_Aa_flows_at_Hawaii.jpg,"Hawaiʻi Volcanoes National Park is an American national park located in the U.S. state of Hawaii on the island of Hawaii. The park encompasses two active volcanoes: Kīlauea, one of the world's most active volcanoes, and Mauna Loa, the world's largest shield volcano. The park provides scientists with insight into the development of the Hawaiian Islands and access for studies of volcanism. For visitors, the park offers dramatic volcanic landscapes, glimpses of rare flora and fauna, and a view into the traditional Hawaiian culture connected to these landscapes.
The park was originally established on August 1, 1916, as Hawaii National Park, which was then split into this park and Haleakalā National Park. In recognition of its outstanding natural values, Hawaiʻi Volcanoes National Park was designated as an International Biosphere Reserve in 1980 and a World Heritage Site in 1987. In 2012, the park was depicted on the 14th quarter of the America the Beautiful Quarters series.
On May 11, 2018, the park was closed to the public in the Kīlauea volcano summit area, including the visitor center and park headquarters, due to explosions and toxic ash clouds from Halemaʻumaʻu, as well as earthquakes and road damage. Portions of the park, including the visitor center, reopened to the public on September 22, 2018. As of early 2022, most of the park is open; however, some road segments and trails as well as the Jaggar Museum of the Hawaiian Volcano Observatory are still closed to visitors.
Eruptive activity, ground collapses and explosions in the park ceased in early August 2018, and the lull in eruptive activity at Kīlauea continued until an eruption on December 20, 2020, at the Halemaʻumaʻu crater."
Monticello and the University of Virginia in Charlottesville,37.18722222,-86.10305556,University of Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/University_of_Virginia_seal.svg/500px-University_of_Virginia_seal.svg.png,"The University of Virginia (UVA) is a public research university in Charlottesville, Virginia, United States. It was founded in 1819 by Thomas Jefferson and contains his Academical Village, a UNESCO World Heritage Site. The original governing Board of Visitors included three U.S. presidents: Jefferson, James Madison, and James Monroe, the latter as sitting president of the United States at the time of its foundation. As its first two rectors, Presidents Jefferson and Madison played key roles in the university's foundation, with Jefferson designing both the original courses of study and the university's architecture. Located within its historic 1,135-acre central campus, the university is composed of eight undergraduate and three professional schools: the School of Law, the Darden School of Business, and the School of Medicine. 
The University of Virginia's scholars have played a major role in the development of many academic disciplines, including economics, law, literary art, visual art, and the sciences. Admission to UVA is among the most selective of public universities in the United States, its endowment is among the largest, and the university is known in part for its historic foundations, student-run honor code, and secret societies. The university has been a member of the Association of American Universities for 120 years. 
In athletic competition, the university teams are called the Cavaliers and lead the Atlantic Coast Conference in team NCAA Championships for men's sports, also ranking second in women's and overall titles. In 2015, and again in 2019, the University of Virginia was presented with the Capital One Cup for fielding the nation's best overall athletics programs for men's sports.
The university's alumni, faculty, and researchers have included several U.S. presidents, heads of state, Nobel laureates, Pulitzer Prize winners, Marshall Scholars, and Fulbright Scholars. Thirty governors of U.S. states have attended the university, as have numerous U.S. senators and members of Congress. UVA has produced 56 Rhodes Scholars, the most of any flagship university in the United States, while its students and alumni have founded companies such as Reddit, Skillshare, VMware, and Space Adventures."
Taos Pueblo,47.74833333,-123.4488889,Taos Pueblo,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Taos_Pueblo_2017-05-05.jpg/500px-Taos_Pueblo_2017-05-05.jpg,"Taos Pueblo (or Pueblo de Taos) is an ancient pueblo belonging to a Taos-speaking (Tiwa) Native American tribe of Puebloan people. It lies about 1 mile (1.6 km) north of the modern city of Taos, New Mexico. The pueblos are one of the oldest continuously inhabited communities in the United States. This has been designated a UNESCO World Heritage Site.
Taos Pueblo is a member of the Eight Northern Pueblos. A tribal land of 95,000 acres (38,000 ha) is attached to the pueblo, and about 4,500 people live in this area."
Carlsbad Caverns National Park,38.65861111,-90.06138889,Carlsbad Caverns National Park,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Carlsbad_Interior_Formations.jpg/500px-Carlsbad_Interior_Formations.jpg,"Carlsbad Caverns National Park is an American national park in the Guadalupe Mountains of southeastern New Mexico. The primary attraction of the park is the show cave Carlsbad Cavern. Visitors to the cave can hike in on their own via the natural entrance or take an elevator from the visitor center.
The park entrance is located on US Highway 62/180, approximately 18 miles (29 km) southwest of Carlsbad, New Mexico. The park has two entries on the National Register of Historic Places: The Caverns Historic District and the Rattlesnake Springs Historic District. Approximately two-thirds of the park has been set aside as a wilderness area, helping to ensure no future changes will be made to the habitat.
Carlsbad Cavern includes a large limestone chamber, named simply the Big Room, which is almost 4,000 ft (1,220 m) long, 625 ft (191 m) wide, and 255 ft (78 m) high at its highest point. The Big Room is the largest chamber in North America and the 32nd largest in the world.
In 1930, Carlsbad Caverns was established as a national park and was also recognized as a World Heritage Site in 1995. According to The Travel, it is renowned globally for being ""one of the most accessible and best-preserved cave complexes in the world""."
Papahānaumokuākea,35.59305556,-83.43555556,Papahānaumokuākea Marine National Monument,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Map_PMNM_2016.jpg/500px-Map_PMNM_2016.jpg,"The Papahānaumokuākea Marine National Monument (PMNM) (roughly ) is a World Heritage listed U.S. National Monument encompassing 583,000 square miles (1,510,000 km2) of ocean waters, including ten islands and atolls of the Northwestern Hawaiian Islands. It was created in June 2006 with 140,000 square miles (360,000 km2) and expanded in August 2016 by moving its border to the limit of the exclusive economic zone, making it one of the world's largest protected areas. It is internationally known for its cultural and natural values as follows:

The area has deep cosmological and traditional significance for living Native Hawaiian culture, as an ancestral environment, as an embodiment of the Hawaiian concept of kinship between people and the natural world, and as the place where it is believed that life originates and to where the spirits return after death. On two of the islands, Nihoa and Mokumanamana, there are archaeological remains relating to pre-European settlement and use. Much of the monument is made up of pelagic and deepwater habitats, with notable features such as seamounts and submerged banks, extensive coral reefs and lagoons.

"
Monumental Earthworks of Poverty Point,18.46666667,-66.125,Poverty Point,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Louisiana_-_Poverty_Point_-_Karte_%28English_version%29.png/500px-Louisiana_-_Poverty_Point_-_Karte_%28English_version%29.png,"Poverty Point State Historic Site/Poverty Point National Monument (French: Pointe de Pauvreté; 16 WC 5) is a prehistoric earthwork constructed by the Poverty Point culture, located in present-day northeastern Louisiana. Evidence of the Poverty Point culture extends throughout much of the Southeastern Woodlands of the Southern United States. The culture extended 100 miles (160 km) across the Mississippi Delta and south to the Gulf Coast.
The Poverty Point site has been designated as a state historic site, U.S. National Monument, a U.S. National Historic Landmark, and UNESCO World Heritage Site. The site is 15.5 miles (24.9 km) from the current flow of the Mississippi River, and is situated on the edge of Macon Ridge. The village of Epps developed in the historic period in West Carroll Parish, Louisiana.
The Poverty Point site contains earthen ridges and mounds, built by indigenous people between 1700 and 1100 BCE during the Late Archaic period in North America. Archaeologists have proposed a variety of possible functions for the site, including as a settlement, a trading center, and/or a ceremonial religious complex.
The 402-acre (163 ha) property now operated as the Poverty Point State Historic Site contains ""the largest and most complex Late Archaic earthwork occupation and ceremonial site yet found in North America"". Euroamericans described the site in the 19th century.  Since the 1950s Poverty Point has been the focus of professional archaeological excavations.  The earthworks are named after a 19th-century plantation on the property."
Historic Quarter of the City of Colonia del Sacramento,36.06377778,-107.9708333,Colonia del Sacramento,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Basilica_del_Sanct%C3%ADsimo_Sacramento.jpg/500px-Basilica_del_Sanct%C3%ADsimo_Sacramento.jpg,"Colonia del Sacramento (Spanish: [koˈlonja ðel sakɾaˈmento] ; Portuguese: Colônia do Sacramento) is a city in southwestern Uruguay, by the Río de la Plata, facing Buenos Aires, Argentina. It is one of the oldest towns in Uruguay and the capital of the Colonia Department. It has a population of around 27,000.
Its historic quarter is a UNESCO World Heritage Site. Modern Colonia del Sacramento produces textiles and has a free trade zone, in addition to a polytechnic centre and various government buildings."
Fray Bentos Industrial Landscape,19.40083333,-155.1236111,Fray Bentos,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Glorieta_kiosco_-_Pergola_Plaza_Pueblo_-_Fray_Bentos_-_Rio_Negro_-_Uruguay.JPG/500px-Glorieta_kiosco_-_Pergola_Plaza_Pueblo_-_Fray_Bentos_-_Rio_Negro_-_Uruguay.JPG,"Fray Bentos (Spanish pronunciation: [fɾaj ˈbentos]) is the capital city of the Río Negro Department, in south-western Uruguay, at the Argentina-Uruguay border, near the Argentine city of Gualeguaychú. Its port on the Uruguay River is one of the nation's most important harbours. The city hosts the first campus of the Technological University, beside the historically relevant industrial complex Anglo, a World Heritage Site. 
One of the biggest pulp mills in the world is situated close to Fray Bentos and the Libertador General San Martín Bridge; it was the center of the largest political dispute between Uruguay and Argentina during the 21st century.

"
Itchan Kala,38.03277778,-78.50388889,Itchan Kala,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Islam_Khodja_Madrasa_01.jpg/500px-Islam_Khodja_Madrasa_01.jpg,"Itchan Kala (Uzbek: Ichan-Qаl’а) is the walled inner town of the city of Khiva, Uzbekistan. Since 1990, it has been protected as a World Heritage Site.
The old town retains more than 50 historic monuments and 250 old houses, dating primarily from the eighteenth or nineteenth centuries. Juma Mosque, for instance, was established in the tenth century and rebuilt from 1788 to 1789, although its celebrated hypostyle hall still retains 112 columns taken from ancient structures. 
Notable buildings in Itchan Kala are Konya Ark, Juma Mosque, Ak Mosque, Hasanmurod Qushbegi mosque, madrasahs of Alla-Kulli-Khan, Muhammad Aminkhon, Muhammad Rakhimkhon, Mausoleums of Pahlavon Mahmoud, Sayid Allavuddin, Shergozikhon as well as caravanserais and markets."
Historic Centre of Bukhara,36.43889,-105.54167,Bukhara,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/2012_Bukhara_7515821196_cropped.jpg/500px-2012_Bukhara_7515821196_cropped.jpg,"Bukhara ( buu-KHAR-ə; Uzbek and Tajik: Бухоро, romanized: Buxoro, pronounced [buχɒrɒ]; Persian: بخارا) is the seventh-largest city in Uzbekistan by population, with 280,187 residents as of 1 January 2020. It is the capital of Bukhara Region. The mother tongue of the majority of people of Bukhara is the Tajik dialect of the Persian language, although Uzbek is spoken as a second language by most residents.
People have inhabited the region around Bukhara for at least five millennia, and the city has existed for half that time. Located on the Silk Road, the city has long served as a center of trade, scholarship, culture, and religion. Bukhara served as the capital of the Samanid Empire, Khanate of Bukhara, and Emirate of Bukhara. It was the birthplace of the scholar Imam Bukhari. The city has been known as ""Noble Bukhara"" (Bukhārā-ye sharīf). Bukhara has about 140 architectural monuments. UNESCO has listed the historic center of Bukhara (which contains numerous mosques and madrasas) as a World Heritage Site."
Samarkand  – Crossroad of Cultures,32.16666667,-104.3833333,Samarkand,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Registan_square_Samarkand.jpg/500px-Registan_square_Samarkand.jpg,"Samarkand or  Samarqand ( SAM-ər-kand; Uzbek and Tajik: Самарқанд, pronounced [sæmærqænd, -ænt]; Persian: سمرقند) is a city in southeastern Uzbekistan and among the oldest continuously inhabited cities in Central Asia. Samarqand is the capital of Samarqand Region and a district-level city, that includes the urban-type settlements Kimyogarlar, Farhod and Khishrav. With 551,700 inhabitants (2021), it is the third-largest city of Uzbekistan. 
There is evidence of human activity in the area of the city dating from the late Paleolithic Era. Though there is no direct evidence of when Samarqand was founded, several theories propose that it was founded between the 8th and 7th centuries BCE. Prospering from its location on the Silk Road between China, Persia and Europe, at times Samarqand was one of the largest cities in Central Asia, and was an important city of the empires of Greater Iran. By the time of the Persian Achaemenid Empire, it was the capital of the Sogdian satrapy. The city was conquered by Alexander the Great in 329 BCE, when it was known as Markanda, which was rendered in Greek as Μαράκανδα. The city was ruled by a succession of Iranian and Turkic rulers until it was conquered by the Mongols under Genghis Khan in 1220.
The city is noted as a centre of Islamic scholarly study and the birthplace of the Timurid Renaissance. In the 14th century, Timur made it the capital of his empire and the site of his mausoleum, the Gur-e Amir. The Bibi-Khanym Mosque, rebuilt during the Soviet era, remains one of the city's most notable landmarks. Samarqand's Registan square was the city's ancient centre and is bounded by three monumental religious buildings. The city has carefully preserved the traditions of ancient crafts: embroidery, goldwork, silk weaving, copper engraving, ceramics, wood carving, and wood painting. In 2001, UNESCO added the city to its World Heritage List as Samarqand – Crossroads of Cultures.
Modern Samarqand is divided into two parts: the old city, and the new city, which was developed during the days of the Russian Empire and Soviet Union. The old city includes historical monuments, shops, and old private houses; the new city includes administrative buildings along with cultural centres and educational institutions. On September 15–16, 2022, the city hosted the 2022 SCO summit.
Samarkand has a multicultural and plurilingual history that was significantly modified by the process of national delimitation in Central Asia. Many inhabitants of the city are native or bilingual speakers of the Tajik language, whereas Uzbek is the official language and Russian is also widely used in the public sphere, as per Uzbekistan's language policy."
Historic Centre of Shakhrisyabz,25.34907,-170.14582,Shahrisabz,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/30_Shakhrisabz_Ak_Seraj_%287%29.JPG/500px-30_Shakhrisabz_Ak_Seraj_%287%29.JPG,"Shahrisabz (Uzbek Cyrillic and Tajik: Шаҳрисабз; Persian: شهر سبز, romanized: shahr-e sabz: ""city of green"" / ""verdant city""; Russian: Шахрисабз) is a district-level city in Qashqadaryo Region in southern Uzbekistan. The Economic Cooperation Organization (ECO) has selected Shakhrisabz as its tourism capital for 2024.
It is located approximately 80 km south of Samarkand, at an altitude of 622 m. Its population is 140,500 (2021). Historically known as Kesh or Kish, Shahrisabz was once a major city of Central Asia and was an important urban center of Sogdiana, a province of the Achaemenid Empire of Persia. It is primarily known today as the birthplace of 14th-century Turco-Mongol conqueror Timur."
Chief Roi Mata’s Domain,32.63694444,-91.40638889,Roi Mata,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Fele%27s_Cave.jpg/500px-Fele%27s_Cave.jpg,"Roi Mata (or Roy Mata, Roymata) was a powerful Melanesian  chief in what is now Vanuatu. He is believed to have lived at the end of the 16th century, or the beginning of the 17th.
In 2008, three sites associated with Roi Mata, on the islands of Efate, Lelepa and Eretoka, were made UNESCO World Heritage Sites."
Canaima National Park,39.90557083,-79.46647556,Canaima National Park,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Wadakapiapo_Yuruani_tepuy_2010.jpg/500px-Wadakapiapo_Yuruani_tepuy_2010.jpg,"Canaima National Park (Spanish: Parque Nacional Canaima) is a 30,000 km2 (12,000 sq mi) park in south-eastern Venezuela that roughly occupies the same area as the Gran Sabana region. It is located in Bolívar State, reaching the borders with Brazil and Guyana. The park was named a World Heritage Site by UNESCO."
Ciudad Universitaria de Caracas,-34.46777778,-57.85333333,University City of Caracas,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Biblioteca_de_la_Universidad_Central_de_Venezuela.jpg/500px-Biblioteca_de_la_Universidad_Central_de_Venezuela.jpg,"The University City of Caracas (Spanish: Ciudad Universitaria de Caracas), also known by the acronym CUC, is the main campus of the Central University of Venezuela (UCV), located in central Caracas, the capital of Venezuela. It was designed by the Venezuelan architect Carlos Raúl Villanueva and was declared a World Heritage Site by UNESCO in 2000. The Ciudad Universitaria de Caracas is considered a ""masterpiece"" of architecture and urban planning, and greatly influenced Venezuelan architecture.
Villanueva oversaw design from the end of the Second World War, and oversaw the campus construction for 20 years. He gave his skills and also vision of design principles to it, and it remains the only university campus designed by a single architect in the 20th century that has received cultural heritage recognition by UNESCO.
The campus comprises a variety of different environments; its northern half is a Botanical Garden, with extensive sports facilities at its east, west and south. There are many different areas of the campus separated by Faculty and School, including Sciences, Architecture, Humanities, and Medicine. These converge in the center of the campus at the Tierra de nadie — green space and woodland pertaining to no discipline — and the Plaza Cubierta complex of shared buildings and the titular museum of permanent modern art features.
Though elements of the campus face both natural and deliberate deterioration, it remains a landmark of Venezuela, and maintains its excellence in design and planning. It has been included on the 2010 and 2014 lists of the World Monuments Fund for special preservation efforts."
Ha Long Bay,-33.11777778,-58.33166667,Hạ Long Bay,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Ha_Long_Bay_in_2019.jpg/500px-Ha_Long_Bay_in_2019.jpg,"Hạ Long Bay or Halong Bay (Vietnamese: Vịnh Hạ Long, IPA: [vînˀ hâːˀ lawŋm] ) is a UNESCO World Heritage Site and popular travel destination in Quảng Ninh province, Vietnam. The name Hạ Long means ""descending dragon"". Administratively, the bay belongs to Hạ Long city, Cẩm Phả city, and is a part of Vân Đồn district. The bay features thousands of limestone karsts and islets in various shapes and sizes. Hạ Long Bay is a center of a larger zone that includes Bai Tu Long Bay to the northeast, and Cát Bà Island to the southwest. These larger zones share a similar geological, geographical, geomorphological, climate, and cultural characters.
Hạ Long Bay has an area of around 1,553 km2 (600 sq mi), including 1,969 islets, most of which are limestone. The core of the bay has an area of 334 km2 (129 sq mi) with a high density of 775 islets. The limestone in this bay has gone through 500 million years of formation in different conditions and environments. The evolution of the karst in this bay has taken 20 million years under the impact of the tropical wet climate. The geo-diversity of the environment in the area has created biodiversity, including a tropical evergreen biosystem and a seashore biosystem. Hạ Long Bay is home to 14 endemic floral species and 60 endemic faunal species.
Historical research surveys have shown the presence of prehistoric human beings in this area tens of thousands years ago. The successive ancient cultures are the Soi Nhụ culture around 18,000–7,000 BC, the Cái Bèo culture 7,000–5,000 BC and the Hạ Long culture 5,000–3,500 years ago. Hạ Long Bay also marked some important events in Vietnamese history, with many artifacts found in Bài Thơ mountain, Đầu Gỗ cave, and Bãi Cháy.
Nguyễn Trãi praised the beauty of Hạ Long Bay 500 years ago in his verse Lộ nhập Vân Đồn, in which he called it ""a rock wonder in the sky"". In 1962, the Ministry of Culture, Sports and Tourism of North Vietnam listed Hạ Long Bay in the National Relics and Landscapes publication. In 1994, the core zone of Hạ Long Bay was listed as a World Heritage Site under Criterion VII, and was listed for a second time under Criterion VIII."
Complex of Hué Monuments,41.37833,60.36389,The Complex of Huế Monuments,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Ngomon2.jpg/500px-Ngomon2.jpg,"The Complex of Huế Monuments (Vietnamese: Quần thể di tích cố đô Huế) is a UNESCO World Heritage Site-listed relic complex located in the city of Huế, central Vietnam. Established as the capital of newly unified Vietnam in 1802 under the reign of emperor Gia Long, Hue played a vital role as the political, cultural, and religious center of the empire. 
The complex consists of Hoàng thành (the Imperial City), Kinh thành (the Citadel), and the Tử Cấm Thành (Purple Forbidden City), as well as associated monuments outside of the city, including the tombs of the emperors Gia Long, Minh Mạng, Thiệu Trị, Tự Đức, Dục Đức, Đồng Khánh, and Khải Định, and a string of temples, pagodas, and other spiritual sites.
The structures of The Complex of Huế Monuments are carefully placed within the natural setting of the site and aligned with the concept of oriential geomancy and Five elements which including Five Cardinal Points (center, west, east, north, south), the Five Elements (earth, metal, wood, water, fire), and the Five Colors (yellow, white, blue, black, red).
The architecture of the Complex of Huế Monuments is based on the North and the South in compass, which have three rounds: the outside one is the wall, the middle is the imperial citadel, and the imperial palace is in the center. The natural geographic composition of a pair of river and mountain is a significant regional feature of the site from Northern to the Southern of Vietnam. The royal architecture of Huế is a blend of traditional styles from former Vietnamese dynasties, the quintessence of Chinese fine arts, the selected elements on the basis of national consciousness and some Westernizations brought by French architects working for Emperor Gia Long."
Hoi An Ancient Town,39.77472,64.42861,Hội An,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Hoi_An_%28I%29.jpg/500px-Hoi_An_%28I%29.jpg,"Hội An (Vietnamese: [hôjˀ aːn] ), formerly known in the Western world as Faifoo or Faifo, is a city with a population of approximately 120,000 in Vietnam's Quảng Nam Province, registered as a UNESCO World Heritage Site since 1999. Along with the Cù Lao Cham archipelago, it is part of the Cù Lao Cham-Hội An Biosphere Reserve, designated in 2009.
Old Town Hội An, the city's historic district, is recognized as a well-preserved example of a Southeast Asian trading port dating from the 15th to the 19th century, its buildings and street plan reflecting a blend of indigenous and foreign influences. Prominent in the city's old town is its covered ""Japanese Bridge"", dating to the 16th–17th century.

"
My Son Sanctuary,39.66861,67.0,Mỹ Sơn,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/My_Son.jpg/500px-My_Son.jpg,"Mỹ Sơn (Vietnamese pronunciation: [mǐˀ səːn]) is a cluster of abandoned and partially ruined Shaiva Hindu temples in central Vietnam, constructed between the 4th and the 14th century by the Kings of Champa, an Indianized kingdom of the Cham people. The temples are dedicated to the veneration of God in accordance with Shaivism, wherein God is named Shiva, or The Auspicious One. In this particular complex, he is venerated under various local names, the most important of which is Bhadreshvara.
Mỹ Sơn is located near the village of Duy Phú, in the administrative district of Duy Xuyên in Quảng Nam Province in Central Vietnam, 69 km southwest of Da Nang, and approximately 10 km from the historic Champa capital of Trà Kiệu. The temples are in a valley roughly two kilometres wide that is surrounded by two mountain ranges.
From the 4th to the 14th century AD, the valley at Mỹ Sơn was a site of religious ceremony for kings of the ruling dynasties of Champa, as well as a burial place for Cham royalty and national heroes. It was closely associated with the nearby Cham cities of Indrapura (Đồng Dương) and Simhapura (Trà Kiệu). At one time, the site encompassed over 70 temples as well as numerous stele bearing historically important inscriptions in Sanskrit and Cham.
Mỹ Sơn is perhaps the longest inhabited archaeological site in Mainland Southeast Asia, but a large majority of its architecture was destroyed by US bombing during a single week of the Vietnam War.
The Mỹ Sơn temple complex is regarded one of the foremost Shaiva Hindu temple complexes in Southeast Asia and is the foremost heritage site of this nature in Vietnam. It is often compared with other historical temple complexes in Southeast Asia, such as Borobudur of Java in Indonesia, Angkor Wat of Cambodia, Wat Phou of Laos, Bagan of Myanmar and Prasat Hin Phimai of Thailand. As of 1999, Mỹ Sơn has been recognized by UNESCO as a World Heritage Site. At its 23rd meeting, UNESCO accorded Mỹ Sơn this recognition pursuant to its criterion C (II), as an example of evolution and change in culture, and pursuant to its criterion C (III), as evidence of an Asian civilization which is now extinct."
Phong Nha-Ke Bang National Park,39.05,66.83333,Phong Nha – Kẻ Bàng National Park,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Phongnhakebang6.jpg/500px-Phongnhakebang6.jpg,"Phong Nha-Kẻ Bàng (Vietnamese: Vườn quốc gia Phong Nha-Kẻ Bàng) is a national park and UNESCO World Heritage Site in the Bố Trạch and Minh Hóa districts of central Quảng Bình Province in the North Central Coast region of Vietnam, about 500 km south of Hanoi. The park borders the Hin Namno National Park in Khammouane Province, Laos to the west and 42 km east of the East sea from its borderline point. Phong Nha-Kẻ Bàng National Park is in a limestone zone of 2,000 km2 in Vietnamese territory and borders another limestone zone of 2,000 km2 of Hin Namno in Laotian territory. The core zone of this national park covers 857.54 km2 and a buffer zone of 1,954 km2.
The park was created to protect one of the world's two largest karst regions with 300 caves and grottoes and also protects the ecosystem of limestone forest of the Annamite Range region in North Central Coast of Vietnam.
Phong Nha-Kẻ Bàng is noted for its cave and grotto systems as it is composed of 300 caves and grottos. A 2009 survey brought the total discovered length of the cave system to about 126 km, with many areas still not well explored. Sơn Đoòng Cave, which was discovered in the 2009 survey by British and Vietnamese explorers, is considered the largest cave in the world. Even before this discovery, Phong Nha held several world cave records, including the longest river as well as the largest combined caverns and passageways.
The park derives its name from Phong Nha Cave, containing many rock formations, and Kẻ Bàng forest. The plateau on which the park rests is one of the finest and most distinctive examples of a complex karst landform in Southeast Asia. This national park was listed in UNESCO's World Heritage Sites in 2003 for its geological values as defined in its criteria viii. In April 2009, the world's largest cave was re-discovered by a team of British cave explorers of the British Caving Association led by a local farmer named Ho Khanh."
Central Sector of the Imperial Citadel of Thang Long - Hanoi,-17.62806944,168.1777194,Imperial Citadel of Thăng Long,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Lichsuhanoimoi.png/500px-Lichsuhanoimoi.png,"The Imperial Citadel of Thăng Long (Vietnamese: Hoàng thành Thăng Long; chữ Hán: 皇城昇龍) is a complex of historic buildings associated with the history of Vietnam located in the centre of Hanoi, Vietnam. Its construction began in 1010 and was completed in early 1011 under the reign of Emperor Lý Thái Tổ of the Lý dynasty."
Citadel of the Ho Dynasty,11.4,-69.68333333,Citadel of the Hồ Dynasty,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Tay_Do_castle_South_gate.JPG/500px-Tay_Do_castle_South_gate.JPG,"Citadel of the Hồ Dynasty (Vietnamese: Thành nhà Hồ, chữ Nho: 城﻿茹胡; also called Tây Đô/西都castle or Tây Giai castle) is a 15th century stone fortress in Thanh Hóa, Vietnam. It served as the western capital of the Hồ dynasty (1398–1407) while also being an important political, economic, and cultural centre in the 16th to the 18th century. It is located in modern Tây Giai commune, Vĩnh Lộc District, in Thanh Hóa Province, in Vietnam's North Central Coast region.
Tây Đô castle is rectangular in shape. Its north-south side is 870.5 m (2,856 ft) in length and its east-west side is 883.5 m (2,899 ft) in length. There are four gates: one at the south (fore gate), one at the north (back gate), one at the east (left gate), and one at the west (right gate). The southern gate is 9.5 m (31 ft) high and 15.17 m (49.8 ft) wide. The castle was constructed from stone blocks, each of which is 2×1×0.7 m (6.6×3.3×2.3 ft) in size on average. Except for its gates, the castle is mostly ruined.
The citadel was built in 1397. It was composed of an Inner Citadel made of limestone, the La Thanh Outer Wall and a 155 hectare altar. The design and decoration of architectural elements in terms of space management was meant to showcase a centralized imperial city ruled by royal power, based on Confucianism mixed with a Buddhist culture. The construction of the castle was built according to fengshui principles. The citadel was inscribed on UNESCO World Heritage Sites on June 27, 2011."
Trang An Landscape Complex,5.33333,-61.5,Tràng An Scenic Landscape Complex,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Muaxuantamcoc.jpg/500px-Muaxuantamcoc.jpg,"Tràng An is a scenic area near Ninh Bình, Vietnam renowned for its boat cave tours.
On 23 June 2014, at the 38th session of the World Heritage Committee in Doha, the Trang An Scenic Landscape Complex was inscribed as a UNESCO World Heritage Site.
The Trang An Scenic Landscape Complex includes Hoa Lư and Tam Cốc/Bích Động."
